pathway,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
PWY-6507,91770.8266,176571.7645,172774.1033,153675.8644,93935.0985,141015.2018,140561.9993,239461.5203,43212.4053,187851.6603,173246.4888,1655.2939,182778.9468,17018.9545,6477.5486,10491.8145,7667.0219,13863.8008,6997.8528,43792.3999,52877.7775,101396.8642,107068.5484,261000.3655,166375.8017,38376.2317,43905.4297,45726.3292,10098.9065,61636.667,35017.8761,14856.6073,54662.3375,20530.2196,169603.6414,32595.0295,36706.8934,33766.1391,25981.0621,35945.7285,23379.3218,17714.0736,34665.1735,28374.5725,31843.7314,93275.5029,39037.2764,16623.842,9110.4162,33730.8393,40226.8666,73795.7788,20692.5992,10911.2093,10467.9609,39181.454,199854.7282,17304.5621,21381.8132,23757.5548,37429.2342,29155.4708,10321.4765,26670.8466,176920.6139,128912.741,156558.4131
PWY-6519,63404.4606,21923.29,72144.3017,154973.1082,89091.9633,96134.6815,122672.6018,209353.9609,6688.147,124203.8871,107445.8857,116.2305,33510.7879,3762.3367,4229.6361,9079.2979,1957.2508,10646.4144,4386.682,12561.7198,36929.1147,92098.1113,121947.9891,35210.7289,83211.2219,47935.0193,22502.9476,29661.3943,14751.0321,59168.652,23399.0282,15101.907,61328.2342,8224.6209,158137.2978,38431.3108,30122.4446,36915.8933,12797.1819,30393.1027,17040.3241,19928.9652,26869.0615,14636.2499,29555.2074,32316.4166,20043.9688,25241.7834,1732.289,17770.6338,38873.9247,45902.5005,16199.4785,2776.0774,4350.7554,25945.3095,61383.157,32321.0793,13029.4917,25367.4403,18029.8911,16695.8691,1550.9997,23625.7167,218810.1567,53496.4075,139957.9735
PWY-6545,103353.7778,65554.0603,116148.5782,105239.9431,125385.1367,104720.7059,91266.4798,72204.7317,132563.7009,112628.1356,114982.2846,770.3769,85587.1567,9546.2399,3057.5924,8935.6652,4555.2656,11234.9956,5717.0316,31595.1008,30588.178,76003.6786,72394.7495,182905.5258,86508.517,23341.1267,26871.3503,44926.3041,8590.702,31296.3436,26182.071,16561.291,30564.1015,10771.4356,89871.7164,34165.128,17159.9284,19241.2093,15258.6216,38641.3663,22896.2282,27685.2948,28058.4395,17780.1659,18210.4198,83679.4892,27011.889,14954.2799,10432.6859,28152.3475,20269.0668,33575.8804,23684.245,16192.0424,12131.958,28538.1925,134074.8398,39254.0356,14663.6405,21275.5,32339.0589,16313.392,4684.6293,14641.2949,101534.8685,79985.3687,86728.8279
PWY-6562,37.9815,0,33.583,0,10.3906,0,3079.5833,0,16.5034,54.3925,16.7978,0,0,47.9498,18.7565,64.3754,42.8319,71.7484,88.0395,0,0,0,0,0,0,0,0,0,0,500.8237,0,0,14281.0581,0,723.1258,10002.3204,292.7814,0,14.396,0,0,0,333.4782,9.597,0,0,0,50.5372,0,0,0,144.8405,7.1974,0,0,0,124.6444,0,5.6596,7.1989,43.5628,54.7308,0,164.7497,0,0,0
PWY-6572,19041.4994,38105.9043,32904.9167,53041.3592,11590.6007,50168.0897,59097.6862,132861.3686,498.2791,74510.7799,58731.0529,47.7187,12328.9822,1453.1719,2215.3821,2644.0899,2346.4332,6101.9235,2133.9369,8804.6852,26457.756,112424.2715,51251.7802,195292.384,53312.3434,28009.2989,12460.0504,48057.9029,2765.6809,57055.6283,18502.235,2429.0903,14368.3658,4453.6556,60528.7974,15428.9704,25421.1819,16724.2599,9814.6136,6808.253,10931.6784,7754.4767,12032.1,19194.9433,14261.2132,15554.5412,11333.9763,10055.959,1004.3508,7671.0208,16226.2491,47983.3967,6436.1122,2260.8761,521.1026,11205.4094,193572.9424,6663.0429,15445.4546,14789.9112,5396.314,11839.2185,258.5209,5830.496,106982.0489,24426.3302,109613.8807
PWY-6588,29660.8222,134942.019,72685.6506,105140.0441,79613.7184,78837.8711,73823.1758,30049.6016,101310.4633,77583.8145,52190.0234,2137.4586,85426.8418,12909.0023,2568.1073,8462.1081,7209.6602,7959.0144,7578.1217,9028.5539,24627.6708,47011.6142,45911.5292,129113.2372,63178.6308,18568.361,9579.2491,5522.9633,6008.0005,16888.1673,11790.65,5941.9223,15338.9753,13115.773,90642.2363,14889.7322,14091.3283,18842.3934,20922.7971,6639.2475,23185.1318,15161.9634,29768.034,4441.1716,11831.0665,44981.8796,27889.9141,8132.833,12533.5658,29675.8411,6573.9807,6498.8087,19484.2707,11468.162,10572.8258,4619.7018,90045.8244,29265.5733,6999.6593,16451.0774,2114.6513,15873.1953,11550.21,10152.1948,52848.485,64815.3235,136691.0578
PWY-6590,13562.9829,6877.4205,25819.2288,1539.411,5989.8215,19836.5643,19706.1727,5330.1569,21109.6575,108985.8539,7141.3729,777.2404,14462.4175,582.9934,383.8708,1665.7247,368.3087,984.4017,1092.1923,121.0491,790.4251,772.5087,602.8543,5285.9312,14502.6646,11423.4816,1975.2119,1925.5244,525.2526,19009.0943,4072.5374,227.0806,28423.941,4242.2426,11841.9952,25914.1213,2918.2141,515.2533,3383.2306,597.3487,1393.5839,3965.1181,6110.7612,439.2429,7721.2044,3417.0931,6384.4664,12019.0158,89.7362,6095.12,428.0093,4796.0717,3075.7733,5367.9071,1760.3888,1626.5691,3624.2119,1895.6976,1215.4175,1905.9639,2611.0084,2618.1166,114.1893,1040.3903,9017.8486,16585.552,22701.0424
PWY-6608,134912.66,254112.2354,223503.2135,85577.4545,155916.4091,101210.8829,192289.3291,158181.0851,202827.0171,300351.8261,155072.0115,4879.9344,334482.5297,33356.9857,7093.7869,12391.6907,12975.0095,14235.3283,9867.9413,43421.5605,30453.5207,62280.5175,102508.288,306133.3995,132203.4594,20395.7384,34531.5964,25044.6268,13172.175,50797.2992,46563.9731,13924.0375,24640.6833,19078.8534,144743.5335,23781.5554,21634.0972,35562.8814,31933.0373,23439.3241,25689.5878,20110.9237,28221.6409,23439.1502,22318.4629,81765.1234,32266.8444,16896.3645,18163.3232,31475.3211,24360.0303,25543.229,18396.3333,29627.607,19396.7705,31222.1958,166604.05,22243.477,17059.3301,22328.6101,29712.5453,22124.1157,23352.6622,13940.4197,115529.628,171686.8709,144088.5457
PWY-6609,375013.6991,474149.8232,358464.5156,296445.2934,367752.4313,267764.6911,275571.4246,278598.7198,394049.3048,279935.6624,436467.2081,4365.6169,415784.459,88189.541,11604.3663,26513.3532,25189.4417,46329.667,20966.8255,96132.4121,85529.2088,142933.9269,235391.5386,546216.0741,377025.5287,51854.9254,87206.8176,90282.0043,76467.9024,83013.7514,68127.5022,46003.8327,61632.0742,61443.4617,341666.4608,71566.5651,55393.1613,58499.2942,70814.531,84047.7923,59546.0376,61173.5657,101383.981,58332.3727,52718.6977,403216.3667,92339.6636,32554.4132,75176.613,61472.3807,62392.4514,84162.6302,64960.9679,63650.5049,48324.5186,68035.5288,347278.1648,84768.3103,47988.1535,74013.5433,58574.0876,71072.7127,54002.3691,39178.2293,262977.8385,290789.9381,329848.6495
PWY-6612,193845.3034,255102.3116,221888.9708,173236.7705,231612.9429,151053.3933,201037.8015,226808.3223,328826.816,258969.8811,218088.2836,3330.0026,251806.105,31041.2051,6807.0269,13776.521,13677.3249,20409.3682,12412.5154,56303.4142,60745.1801,100240.556,117691.3918,401524.3169,159840.5279,40435.3992,48181.3585,60438.5363,36867.5338,63105.9101,44962.9052,22375.4864,50781.2493,27633.2648,252612.074,45000.0358,32330.4818,47153.6626,39663.5531,58414.8409,34566.9737,33390.6873,46461.5998,33968.9722,35647.8111,142895.4243,48220.702,20489.6451,25415.3566,42707.987,42301.0064,75716.51,36403.074,32538.6688,23729.0915,49891.162,210419.1037,58373.4734,29022.8462,32957.7073,40670.4434,37793.3591,21540.7448,26057.645,180121.734,181723.5254,214679.1358
PWY-6628,81813.813,30465.7644,77599.7022,46774.4223,138467.6991,58422.106,71880.9326,155422.2314,69486.2754,206380.185,153796.1551,1829.0975,227304.6328,3637.409,2634.1049,5737.0863,5267.2104,16947.9497,6666.3351,30338.3752,21203.8809,15521.4061,38850.9486,185885.362,40319.6367,19044.29,63117.8522,21309.3655,17702.1182,34026.2416,36326.1173,10795.4295,44419.4676,26696.656,127886.5872,49045.6918,14218.5284,21220.1415,29602.2956,22282.9396,6063.0012,21514.7275,24142.3113,16727.8344,15854.9369,30544.4699,12517.1179,21179.5474,45673.6792,12080.3598,24232.668,45578.8153,16794.1825,38764.4349,22397.9673,24850.9588,46975.0791,29462.069,20509.2111,28732.903,35867.7285,5435.2019,33562.6965,7812.5558,28676.9502,114052.1992,98035.7569
PWY-6629,10301.5074,470.5469,31324.3611,646.4699,56.9907,20826.8226,9464.0696,4946.1832,20443.9523,170.9109,2062.9661,0,62.9903,83.921,168.3589,287.5224,104.5289,232.6303,357.0051,0,110.8602,71.9699,0,131.9682,0,15750.5838,778.0023,1163.9924,44.9541,26312.4329,23.9924,131.5572,3913.7604,1943.0323,8360.7795,27448.5007,236.0175,0,4225.8777,101.853,991.386,5422.0912,7723.382,47.9624,10142.549,11.9994,6550.7187,879.4752,71.9329,7176.9747,71.9169,5436.7766,1337.4876,0,32.9788,1494.809,977.9138,2035.583,639.7865,1800.3103,372.4637,113.8191,134.6628,341.7501,8515.4227,18919.4588,314.6907
PWY-6630,81732.2238,30482.3492,77590.6038,46754.6447,136667.7349,58355.7282,71830.8664,154989.4002,67838.2503,207553.8622,153859.4855,1846.2165,228454.4273,3637.6047,2635.4268,5736.8154,5271.8033,16938.1709,6666.2446,30172.5441,21168.7835,15518.4368,38842.5249,185753.6986,40296.2508,19010.2112,62741.2849,21228.1159,17635.4465,33898.9894,36188.2115,10738.7207,44091.3683,26705.6982,127778.0883,48664.4382,14214.3098,21216.8795,29622.8799,21890.4751,6055.8855,21430.6331,24119.7988,16731.6344,15861.8391,30519.7485,12501.1267,21129.5579,45659.4773,12053.5025,24055.2268,44896.4003,16725.3146,38812.5352,22235.5946,24582.5124,46991.5761,28913.8075,20426.2748,28721.5057,34450.0462,5435.1262,33624.8748,7770.4064,28678.1146,113968.6181,98088.0229
PWY-6641,0,0,0,0,0,0,0,0,0,0,0,0,4.9869,0,0,0,0,0,0,0,12.2289,0,0,0,0,0,12.3914,0,7.1426,0,0,9.3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3137,0,0,0,0,0,0,0,0,0,0,24.6719,0,0
PWY-6690,16.17,0,32.4629,0,4.33,0,0,0,8.4,626.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0,0,0,0,33.0603,0,89.01,0,0,0,0,0,188.4,4.8,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,2.83,3,22.8,0,0,81.5,0,0,0
PWY-6700,123190.5571,217385.4016,154274.3333,132077.7186,230216.219,110637.9969,168187.7005,212076.944,324751.0938,173079.8444,216475.8628,2160.184,150373.9762,28369.1703,4667.0129,9177.8406,10480.3539,16124.0614,9398.1122,49880.1173,54110.2889,108071.8189,121257.9566,278828.7135,100839.9411,42821.4962,43314.9492,61467.3407,55951.6339,66226.3896,34787.042,19174.2343,48683.0178,25763.6336,269295.1418,41010.4585,33528.9694,39913.8475,29141.6691,59438.3649,29310.2289,27420.0625,37911.7152,23841.2214,34727.1594,104444.0562,41581.1209,21941.14,32758.009,37933.7162,40371.7027,80827.1344,30068.5488,18886.1966,20905.4728,46476.9907,204037.819,56922.6337,27696.3903,26672.1025,45888.7255,36897.2394,14053.5713,25794.4109,185902.7683,111363.2769,151328.4195
PWY-6703,101305.5513,121787.846,128180.1921,116128.4147,175137.6463,107132.056,124930.2612,166946.7973,106585.3241,120836.8822,131757.0601,966.073,82363.893,23396.0388,4023.785,8633.3638,7583.9482,12599.494,7103.6264,39659.2411,41805.2665,71731.3904,82195.5011,240249.2908,84980.7951,30473.8371,30004.9113,49794.0815,29317.1781,50465.8983,25943.2812,15603.3646,41374.071,17121.0403,190808.0681,30415.4232,24542.2223,28133.8695,24842.9603,51392.0252,26534.4877,23088.4082,32294.2724,17807.831,25091.5062,88651.8842,31961.5243,15882.2689,11383.4755,31338.8051,35182.4855,74520.9323,25002.1325,18037.5752,15766.7777,39976.1587,163779.3888,45141.8594,22767.3462,21280.6663,40249.6429,26342.0143,10376.9647,21203.353,141265.2221,90810.6059,106438.2725
PWY-6708,4685.7725,211.7675,7337.1162,510.0117,112.4682,4649.0159,15077.6541,1518.6528,3360.5188,59148.7009,728.3053,71.0793,418.9402,120.5961,84.0466,190.4421,79.7147,235.497,251.2866,0,141.8137,59.7833,323.3369,3378.6093,1019.4975,3370.1761,262.6449,226.685,53.8832,6218.6684,79.1995,61.9453,14076.2534,1206.1352,2194.3925,13796.8895,433.5789,17.4683,852.4107,162.9894,532.1268,1245.7988,1666.4754,76.0033,2180.1684,359.2203,1414.7296,6469.5581,14.9024,2234.7048,130.5024,1236.1284,601.5406,2640.0193,60.3074,370.3241,428.7857,424.0489,154.678,468.0792,1001.8322,1678.8388,59.0633,492.7369,2282.2242,4187.3591,1001.6016
PWY-6728,4844.4378,44.5378,0,114.1085,0,0,0,667.9581,0,1697.033,0,14.1036,237.0001,0,0,48.8443,0,0,69.7849,0,0,0,0,0,344.983,0,0,0,106.5769,0,49.8399,0,0,37.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,64.295,0,14.941,34.9678,22.3831,112.1656,3810.063,60.5576,0,178.3782,0,0,65.1129,0,832.0973,0,0,0,0,0
PWY-6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4036,0,0,0,0,0,0
PWY-6737,459017.9826,626439.3861,459453.4968,363323.9614,430960.0135,340168.7807,404227.7836,412598.964,448091.6569,419936.8876,606744.0791,5801.2372,537285.6578,107187.933,15239.3542,32212.6557,32827.9762,55772.3499,26546.3755,121144.346,118204.054,239000.3638,335195.4665,734349.9296,520696.0052,80795.5182,101408.7696,132287.6105,100732.6796,133658.6167,98907.33,54159.9567,77700.3065,80808.2395,480264.8462,88977.5529,79004.6027,89260.2958,90844.844,116923.1708,74016.4239,74318.3707,116784.2132,86460.2574,74731.281,477568.8636,103854.2566,42269.2173,88773.2754,82978.8897,83168.8934,128450.5534,70605.1395,78703.8306,55860.4715,99900.9833,557066.3212,99422.4545,68368.4155,90746.8881,83245.9762,99931.0387,56850.4912,52767.3635,437623.2366,373825.7539,481798.7837
PWY-6749,86656.1792,96945.3013,81596.6394,69928.0257,56394.7873,51142.3109,31273.8647,30707.3765,37287.5627,37121.7438,176674.342,294.2418,78175.6539,30189.9642,3369.7744,7635.8457,8697.6567,17155.1128,4229.3012,30238.0744,15349.9897,26422.4031,81607.4215,92237.1699,167204.5045,1651.9768,6870.7383,34643.7483,18587.1689,18585.5753,10495.816,14592.9387,1166.5532,21463.0352,60473.2729,17705.5264,11290.934,4561.6225,15834.7623,22359.3072,13187.9864,20112.9425,31823.5786,18432.9078,17029.3069,229716.8551,15453.777,7636.1523,22032.8873,13619.7134,12390.8177,32376.9567,12027.6503,16367.424,8207.8834,17630.0228,132115.231,10757.4709,20360.2733,22040.8785,18471.2738,24443.5275,14209.652,8714.0566,85931.2537,38916.1921,92207.949
PWY-6876,0,2505.5212,51.9927,1106.7548,19697.2477,5353.7669,0,0,0,851.0762,323.7724,0,217.908,93.9159,0,53.9227,5.9989,314.0629,0,111.8561,305.1421,245.6646,5.6599,505.4866,292.7953,145.7255,87.9479,15.9955,11.9969,0,0,0,21.9951,9.9989,7.9999,137.8225,113.8223,0,561.1113,21.9913,0,267.1249,0,0,13.9973,35.9953,25.9933,7.9988,426.2271,53.9684,0,43.9693,0,125.8267,692.0396,0,21.9985,453.8236,0,499.1812,0,0,2321.3444,9.9974,0,1002.8223,65.9902
PWY-6891,44258.3737,96618.3842,88723.7767,19383.7143,49653.4842,21993.2538,56098.9873,24411.6943,22794.6873,110826.6243,35428.2986,2192.7937,113474.8114,17965.4231,1472.7767,2517.8167,5220.3093,5323.7254,3337.656,14750.9237,12547.093,9502.3642,23294.7196,58479.0072,30041.7128,8919.1446,10746.9195,5769.8789,5404.3206,13060.6766,13091.5371,5432.8671,18907.2223,9586.1982,45078.9781,22010.1119,4253.4496,8213.6854,18003.7381,6183.471,2903.1721,7251.1769,11112.2935,7668.1954,9463.1383,16419.2525,7843.124,3987.4479,14573.4628,5337.0101,7640.8416,7344.0081,6686.0552,13157.3414,3415.6355,14805.6726,29330.0742,11336.0373,7315.3619,5676.7744,3279.9056,4563.1821,11044.8296,2945.3049,36518.4274,73439.81,33493.1832
PWY-6892,245750.035,382577.9027,238529.466,189842.7029,192800.2085,163635.3041,242691.2274,257614.9364,119179.253,318409.958,314480.6544,4828.2329,350778.3472,63338.2106,8132.6095,15033.2995,18431.4024,26477.2166,15924.6506,56224.2546,64552.5338,99681.7006,139886.188,436024.951,182861.2529,34151.9427,50508.9823,52873.5334,22918.8457,63173.2317,50768.9088,20856.4318,52034.1961,38359.1352,342160.975,43043.6174,42489.7322,57196.6822,50573.2353,33732.906,37191.933,34334.5848,54404.387,46043.8441,44444.785,116268.3122,46477.4881,21015.7574,46999.1404,43863.8633,47097.1803,82143.1531,34719.0005,46677.1494,26707.5778,52606.6371,252765.3548,37919.468,27702.7865,37209.3854,31691.1451,55032.5549,34728.295,28124.7832,185641.3375,209851.0868,210390.3923
PWY-6895,77510.7956,92489.5984,129927.9672,67794.6738,122287.5526,72310.1451,119917.5284,84888.1479,88921.1837,149562.4186,82427.0852,826.5924,79148.9875,8435.9072,3374.5081,6558.4866,3844.3229,10243.386,5405.796,29770.6764,32538.3913,34355.0956,57872.3009,181996.1845,70301.4339,23239.1056,23279.6727,20564.2444,16057.3927,35702.9059,25762.4835,12930.0794,37782.8621,10536.2291,99561.7128,32893.221,14135.7038,20135.5624,22123.1654,21293.0801,10866.6514,18381.9095,23709.4116,16029.825,18667.2039,50903.1917,21507.7691,11303.2852,6815.8506,17294.4875,22525.2616,27090.13,21086.8112,12835.3095,9087.4129,30244.6929,87644.3165,30168.2048,16557.2745,16310.8525,12389.961,13448.3131,2247.6496,10606.9338,95630.7376,98015.192,73209.5359
PWY-6897,278316.3478,372603.72,239931.7224,194234.1808,231434.5415,168939.5334,212130.3995,213889.5525,309910.9094,199340.767,276265.6216,3722.6249,307461.101,60810.21,6660.651,17687.3858,16275.9711,24699.1544,16337.3188,52452.2804,55825.5179,95250.002,138113.7201,370808.8891,199840.9819,39441.8022,48927.0873,56029.8754,29977.4998,59911.1314,54740.6949,24266.9922,49485.6511,43078.4292,280525.9502,44984.8601,34055.5456,49646.8062,51017.8259,56404.4257,39956.652,39016.7513,65240.1781,40383.6236,39627.2942,131136.1579,66774.0706,20819.5537,51910.7442,44018.4098,42361.3696,78823.676,47504.562,49060.3633,30909.6713,38898.7648,166036.2473,53769.264,23559.071,38117.8247,38650.6293,48433.6972,36386.261,29909.9804,151719.9844,214244.7031,200092.0126
PWY-6901,118477.9572,161139.0533,184721.4148,158194.8036,93579.3544,154005.1598,176965.5839,228433.3502,36892.2072,203990.5542,189017.4612,527.7437,138897.1606,11978.4044,6289.2302,11616.6871,7741.3473,16587.8424,8351.5594,53058.0818,55115.8264,112061.6336,123286.4778,314099.7851,171594.4412,40942.2222,50213.0187,69719.8385,11631.9852,70734.291,45616.1306,19293.1177,54140.1304,20823.6397,198045.3354,44702.3643,36394.8733,38897.2047,29749.407,39937.1263,32835.0607,31062.4712,39121.4019,31593.8841,34298.0462,114104.0451,44428.5683,22023.5639,12488.6689,43303.1515,42428.8852,70065.8793,25582.655,15199.4124,14192.1166,39748.8227,241100.6066,24125.7701,26489.563,28978.5797,43604.6937,37756.4431,8181.1973,21771.598,188228.0475,137429.0573,170785.8882
PWY-6906,383.7687,0,0,8.6651,0,161.3362,59.6373,0,4298.6166,440.0249,14.981,0,7.2412,0,0,0,0,0,0,0,0,0,0,27.4963,0,0,0,0,0,0,0,0,271.1501,0,0,0,0,0,0,0,0,0,0,0,0,2.4999,0,0,0,63.4815,0,0,0,0,0,62.8841,46.8667,0,0,0,0,84.7253,0,0,0,0,53.3686
PWY-6969,148505.1306,138004.785,162918.6364,204211.9631,218391.3114,220787.4845,180722.6997,234560.409,303027.8673,228329.3714,195572.6941,1214.984,86722.3386,10671.6294,6157.497,15067.7666,6295.3027,18880.2619,9347.3056,35831.2272,66321.7197,133490.2701,146584.7395,348330.0943,171148.3942,54190.8422,45079.0701,62038.519,45253.7119,84691.2985,49909.9924,21778.137,65697.0321,19402.7527,205736.0338,57181.428,47018.2513,47500.8569,33980.0287,43244.0017,44125.1196,42978.1017,50443.9998,36573.6994,41740.4253,163561.6863,49551.3873,28520.5573,5913.6838,50563.5783,47584.9619,61072.8071,42078.7521,17151.9642,21049.0867,57923.0919,212064.6581,55861.5639,29219.1768,39163.0675,46033.6566,42313.2921,3558.6288,28012.6068,225335.5659,112511.8319,200121.9007
PWY-6992,0,0,0,0,0,0,0,0,0,549.0237,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,6.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7003,38693.6823,138296.3961,90747.4334,11818.9865,25883.2832,8842.2507,65417.5084,38363.5131,63138.1065,129947.3479,43606.2275,2541.0661,135298.7558,9559.1514,1882.5329,3062.6331,5286.9737,3616.7491,3761.6154,10989.3921,5150.7275,13683.8324,28172.743,80976.3649,32594.5727,1278.9538,8522.2773,2651.9216,1897.5521,10914.741,15047.3066,2812.2417,23329.8179,6556.94,32297.5133,19353.2848,2726.4856,11454.025,11467.7057,3183.3302,1972.6743,3409.6252,5676.7897,5877.2302,5518.6802,18054.7124,7952.6433,842.5035,6313.0427,7136.8038,3546.3747,1084.3083,2079.3965,10603.5272,2625.1907,7067.902,48978.3238,1940.0759,8819.3554,4613.591,1008.3567,2753.3134,11533.3349,2552.5852,32079.7949,64631.3941,49549.7731
PWY-7007,3.9988,13.9687,103.5778,0,86.9831,87.6035,238.9361,0,0,5286.5478,17.9504,0,0,0,2.3838,0,0,0,31.0591,0,0,0,0,33.7581,0,9.992,0,0,0,11.9934,0,0,0,0,5.9967,0,0,0,320.9803,0,55.4833,0,0,0,0,13.9367,0,17.9844,0,0,0,0,0,0,0,0,5.9889,96.3052,0,0,0,0,0,0,4.3976,0,0
PWY-7013,8138.231,11959.0746,12751.9461,2746.6918,5258.3162,9931.1303,7805.0226,2969.8735,30317.2244,6111.6521,1346.4736,1102.4656,26463.3492,836.1601,690.5899,714.2211,677.855,677.6506,643.7564,1853.5879,614.7553,1376.3444,918.7105,11876.6373,18497.3876,1119.452,5712.9578,2974.83,717.7624,3694.6038,1172.6209,247.4207,627.5937,599.464,14182.7154,25022.0675,3485.885,1546.0523,786.9606,901.9092,361.0867,553.202,3804.7113,338.5227,1759.6683,5955.7145,2657.6349,473.8492,921.6939,942.5979,239.5797,3054.3242,504.1627,542.9051,2802.7158,1775.5328,14216.2313,227.6242,1017.675,795.4373,623.5914,1926.3638,515.9518,651.7153,7154.9571,16283.6648,66797.6809
PWY-7090,1091.4195,682.4413,17828.4323,2702.5276,9399.9738,2569.1962,7680.6211,3498.5414,337.7906,244.4574,3219.8558,0,1161.7517,185.8399,276.6849,388.1332,187.9677,487.2982,585.6743,110.2299,572.1915,477.9097,854.0445,6110.0582,9028.4957,119.7815,856.2668,167.432,74.7083,591.3501,1110.0238,1058.3054,2039.8457,1278.3195,1197.9848,512.1003,60.4011,799.8082,24.8412,834.3147,2361.1554,338.3198,1089.0057,353.6798,293.7279,917.2433,1291.549,612.8984,30.1226,2248.0277,824.9568,686.4436,880.2207,454.3689,150.6461,165.2564,505.4397,1164.6701,1197.0624,4793.3435,37.1287,1410.1397,30.549,235.1689,1090.2876,9041.8216,3669.9322
PWY-7094,120.0179,823.8177,1059.7011,43.483,790.6201,2781.9228,1136.3178,475.8398,465.8526,109758.2371,592.3816,112.1287,365.9639,0,8.7832,49.0543,19.6692,168.8362,178.6523,0,194.8288,92.5652,38.3957,2090.8044,1085.5613,159.4221,0,344.8804,65.4934,1981.1046,36.1171,41.3517,220.8298,0,573.0947,8182.5348,303.4598,0,196.4833,20.1836,123.1161,0,873.5889,11.4213,94.6052,592.3465,267.9192,2883.251,0,549.0729,8.4094,0,392.8291,0,52.2644,0,212.9618,170.1067,45.8252,182.5332,579.5615,215.5442,0,0,59.5375,104.1128,196.3524
