pathway,SRR14660150,SRR14660161,SRR14660172,SRR14660183,SRR14660188,SRR14660189,SRR14660190,SRR14660191,SRR14660192,SRR14660193,SRR14660194,SRR14660195,SRR14660197,SRR14660198,SRR14660199,SRR14660200,SRR14660201,SRR14660202,SRR14660203,SRR14660204,SRR14660205,SRR14660206,SRR14660207,SRR14660208,SRR14660209,SRR14660210,SRR14660211,SRR14660212,SRR14660213,SRR14660214,SRR14660215,SRR14660217,SRR14660218,SRR14660219,SRR14660220,SRR14660221,SRR14660222,SRR14660223,SRR14660224,SRR14660226,SRR14660227,SRR14660228,SRR14660229,SRR14660230,SRR14660231,SRR14660232,SRR14660233,SRR14660234,SRR14660235,SRR14660238,SRR14660249,SRR14660250,SRR14660251
PWY-6690,178.7673,0.8857,0.4364,3.167,11.7818,9.6,0,0,0,162.1091,120.8727,213.67,0,0,5.0881,4.7247,0,198.47,16.3029,2917.3091,6.0603,0,0,0,3.5719,0,0,30.0327,2,2.3948,1.4727,0,155.0114,4.6891,49.53,0,2.6182,0,48.1738,1.7455,0,1.05,46.4727,3.4714,965.2364,1.486,74.3667,0,0,0,0.8727,0,60.8727
PWY-6700,17791.7547,23795.3551,18087.9088,19589.6373,27761.5492,26018.1687,33072.1066,21284.9552,26921.2463,23551.2538,22137.8279,24953.1404,20458.2557,13039.5057,18428.5084,27949.7504,26886.6244,23001.1283,37863.887,35859.4695,31867.3842,26887.1511,22596.4204,16596.2899,22180.1368,33643.645,19086.8538,23757.7215,7471.4938,22556.3789,18776.6093,20803.7829,17544.7391,19952.0849,16956.6335,19001.3389,11808.0111,32367.1323,14899.2637,24179.0404,24510.0368,19173.2035,25289.5515,34190.797,35046.3231,23718.6163,14659.8262,20761.1907,20347.2372,24762.2683,20397.9341,29175.2764,20560.5486
PWY-6703,14671.4242,20066.6561,15159.6176,15545.7777,24035.534,22466.0402,27396.9637,18362.686,24191.0892,20341.9819,18477.0987,20342.4666,17509.0744,11365.6746,14897.5826,23338.4416,22433.1112,18501.5702,30828.3466,30282.006,27549.477,21017.181,21256.4835,14414.1171,18929.5386,27741.9843,15968.9947,19198.6879,6185.1582,21305.4162,15797.5215,17087.7594,14639.5731,17058.8649,16574.2296,15724.7137,10226.7464,27086.6769,13788.2494,20070.5495,21030.1894,15084.0573,21127.5083,29278.3613,30920.3514,20602.9127,11998.9775,16304.1638,16850.3015,20364.762,16363.0099,24908.8298,17379.6231
PWY-6708,921.6882,1068.7921,5783.4038,43.5227,588.406,45.1743,2645.477,404.9217,1124.3922,1545.2117,298.8878,2190.203,1032.1505,1318.9969,261.3776,1134.6305,295.5197,1200.0012,138.8275,6799.0889,280.1624,2581.801,2522.1964,796.3252,1938.0571,116.5888,91.3727,663.3927,219.1525,1032.3818,339.6092,27.3121,1834.8643,333.1893,417.4684,1234.0052,330.7513,554.0117,258.4633,1783.9919,238.4228,560.2875,318.8296,1532.2895,1978.7287,172.5691,195.1136,656.3785,1343.538,683.7633,867.6231,219.9942,140.8147
PWY-6728,0,40.2814,0,0,0,0,593.5008,273.7491,74.1626,0,0,95.871,0,0,0,1566.6959,0,749.4022,0,1764.5001,200.0565,1711.5743,0,422.2601,0,0,0,666.2039,0,11.1838,0,0,1115.2419,0,0,153.6654,0,0,89.6614,0,0,0,0,0,0,14.4491,0,0,0,0,0,0,0
PWY-6737,54878.4398,71630.1051,55832.2953,56812.2351,59586.4107,68907.4406,90836.4651,65481.0273,66598.5086,51549.8564,46928.484,66772.2862,63346.0065,37189.0131,48375.1489,78065.0817,64983.9516,50034.8088,82600.8524,56940.2796,62740.2679,65552.4171,60407.1134,52166.7058,68581.139,80108.6244,50206.5207,57972.2729,20450.0623,57080.3059,49901.0833,61207.3054,43520.953,59718.9947,46932.4571,47644.9661,49606.5263,78154.9384,42648.9069,58931.8069,66877.7742,60273.8779,73998.0149,73585.925,66373.1839,78788.1834,37876.9835,57759.7512,64999.9045,73123.251,55139.0057,71558.0644,57517.6551
PWY-6749,6673.3169,15854.2068,5147.5091,4939.0425,7296.6297,6166.2503,14028.383,13336.794,13222.7249,7869.9742,5150.5038,2955.6849,9812.5847,7537.6873,8424.4803,14796.4305,13102.3584,9708.6892,10975.4848,17916.8927,12285.5706,10398.4228,9120.6341,9469.0493,11139.866,15512.9056,11699.693,9201.9131,3509.588,12183.8685,13961.6908,11146.2842,8888.995,13373.33,4850.0712,5515.2445,11073.6815,12806.9941,6784.7902,3860.0404,14906.9206,8275.0843,16359.9878,7194.0605,1127.3358,19461.0386,985.761,9359.5052,15841.6055,18936.209,4806.132,18697.5189,4784.1743
PWY-6876,173.6086,55.9303,0,23.9906,37.9808,273.4936,795.2382,34.6366,62.9003,2130.2493,0,11.3379,79.8729,53.85,45.6194,53.9358,0,220.2829,187.9961,377.0482,46.2996,170.5164,607.6842,116.1241,425.1817,600.4254,1279.2408,121.7445,37.9126,709.1289,459.4423,96.4198,97.4216,251.3666,683.038,0,85.8625,189.689,1631.7001,1179.4737,121.154,75.5284,111.75,29.9838,27.9908,546.1134,316.2439,99.8635,752.6564,209.4862,753.4511,154.7341,13.9962
PWY-6891,14937.7189,10138.4157,6335.9177,11436.274,17557.0296,14644.116,8601.1924,9203.1591,7113.6291,6559.8972,12781.5274,14583.4595,6456.6945,5121.0508,6868.3554,8898.0559,10692.3851,9780.4304,10622.7372,11346.733,24541.4345,7180.2552,10326.3912,10644.5784,10464.1056,4934.1352,9399.1477,5452.979,2112.9412,13720.4972,10284.1921,8761.398,3383.5027,17571.402,12891.9373,3955.8534,12927.724,5029.7307,9196.3893,9986.6924,11883.6487,7850.1601,6808.2729,11985.9929,7800.9704,16667.937,18261.6111,6026.874,11743.6164,10965.3403,11605.0549,6776.4615,16884.02
PWY-6892,38066.8859,38140.1807,30544.8253,40707.2181,40304.6018,45838.9598,46603.6726,35170.0333,34707.7528,29967.1136,35333.487,44882.9229,36825.1452,20486.771,25840.0135,41561.7094,37890.4734,28590.7516,52804.0975,41746.4085,47340.7704,32738.7948,37619.5365,26928.0164,36581.681,39007.2776,30806.8033,32655.5008,10897.8199,34838.3348,27975.159,35822.2687,17118.4243,39536.1134,31408.1574,24403.0101,30704.1138,41980.6692,26407.2802,36529.8202,37004.3567,37378.5724,38124.1501,45539.1204,42494.5186,47186.6933,34931.191,34038.3406,38856.4278,39533.9279,40151.221,36440.1691,42028.1538
PWY-6895,15465.7453,21051.5386,14936.8306,9117.9899,19258.9626,18801.2322,21011.293,16077.8911,18747.3664,17245.1781,18184.282,22531.7808,15418.0503,11653.8378,15015.6628,18429.1224,18497.2647,17325.2759,23384.744,26571.6864,31659.6325,17229.5881,19715.2083,17665.8905,19820.6082,14608.4868,14637.8515,13829.818,4847.5388,22334.4819,14124.2722,14370.9114,10793.0383,12603.6246,17662.5349,12259.8573,10742.832,15474.5668,12552.7066,19546.5283,15992.7972,13724.448,15658.4481,22793.0098,16063.9376,17422.5631,7517.9413,12840.1654,16749.7741,14950.4979,14939.1892,17083.5075,12742.497
PWY-6897,29412.6254,31033.0976,30163.7571,34657.2644,38669.6549,46735.7837,45725.1151,30604.7496,30457.0743,28336.9953,25365.0424,35953.6994,33431.8171,16457.4418,25912.5112,30105.5676,25393.2892,24838.3344,33127.493,38987.7354,36252.7163,25604.8042,33435.3972,26992.137,31221.2634,28721.1267,26216.0705,32303.0025,10735.2987,30472.8812,22763.733,27405.1642,23256.0224,34700.8284,28067.1084,25596.6784,30208.3073,30970.4017,29507.1258,31028.5054,35230.0942,28638.6799,28313.5907,37342.0127,33541.1793,37739.7416,28623.1009,35724.4283,33945.4783,34530.1399,35234.458,26193.3222,35907.2932
PWY-6901,22238.242,27430.8123,16696.6145,20699.5269,20736.4049,20810.3883,30993.5038,23667.2873,26704.3792,22899.47,21072.5449,33378.0467,20910.8315,17101.5986,19940.8472,32306.9264,27883.3846,12835.9743,32973.9079,35104.7161,19726.9931,24513.5214,25211.9184,19218.8641,26932.3833,32086.4889,15114.2189,23871.4996,6432.4608,19482.8016,15981.5657,26176.999,18565.3278,20980.4594,23997.0546,20267.055,11994.0333,31792.2567,15038.1516,27547.8857,16820.8249,23137.8245,30382.7623,31635.2175,24200.6285,25299.1768,10197.5658,18810.3115,21751.9428,24123.953,20511.7536,29664.3275,19821.9812
PWY-6906,80.4653,6.9205,0,5.4985,0,0,0,0,0,63.1974,9.8215,97.6692,1.0748,0,0,0,0,78.93,51.3681,11.5935,18.0478,0,0,0,0,0,4.9935,0,0,0,0,0,0,0,0,0,0,0,0,3.9992,0,5.7471,47.0373,0,77.3842,0,39.4382,4.9958,0,0,0,0,69.8114
PWY-6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6969,23810.0482,36191.1812,28847.2329,20158.117,32114.5453,28042.0897,34515.114,28303.7174,36549.1976,34751.5237,27045.9692,37336.528,20307.3057,21867.273,24204.9793,37909.7236,36434.7666,22159.8365,34167.8423,45212.7009,35662.738,32750.9002,32754.1515,25939.8378,33232.6464,33158.0235,17668.8083,29296.4081,7435.9109,28014.319,18924.375,25636.9929,28190.7054,19432.1128,27896.6842,27874.8451,14221.5208,38106.8768,18820.9693,31616.9595,20515.6698,21385.5292,35332.5442,36398.1495,36107.1224,26186.4035,10041.9986,28335.6099,29235.672,25867.0858,21920.7624,36659.9159,22645.678
PWY-7003,5795.6716,5375.9041,6277.997,8818.9813,2501.304,10477.5839,8114.0109,4978.4688,4319.8071,5958.6524,9709.9439,7640.9463,4432.8914,3471.7215,1385.1139,5355.4781,6607.3675,4653.0328,8226.6657,3986.8932,4750.1735,4315.6244,11477.2972,5371.664,4139.6626,1159.7134,6548.5616,1812.9638,873.1676,17973.8328,4791.5082,9015.1924,3343.9482,12386.6534,10620.9856,2742.6735,5654.7645,1562.5695,4410.4102,10020.6369,6458.5287,6559.6097,5657.7158,6033.655,5345.8872,10821.5342,10040.7956,8120.4609,6247.2317,7051.3467,11136.8505,4462.3753,7059.8984
PWY-7007,0,0,28.4574,0,0.6591,0,0,0,0,15.7884,0,0,0,13.694,0,0,0,0,0,5.9979,11.7441,0,0,9.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9965,0,0,0,0,0,0,0,0,0,11.1199,0,0,0,0
PWY-7013,628.5969,368.5999,806.5299,221.1457,403.3761,851.5513,1449.9056,295.2082,655.8135,139.7927,6831.7637,6425.0016,203.6487,523.3419,807.2809,623.981,1074.1967,2119.7348,1328.1812,508.2564,852.2433,568.1522,796.7329,639.667,556.2869,531.5726,239.4102,513.4743,71.8654,894.4863,336.8289,1387.8117,3638.5476,17.9975,1089.0979,837.1225,832.1835,340.2068,313.8465,2063.8726,2230.6638,832.8254,689.4707,1421.7341,4638.0666,1117.4366,196.4306,311.2156,238.6992,127.0816,1727.3353,1426.5129,17.1975
PWY-7031,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.662,0,0,0,0,0,0,0,0,0,0,5.097,0,0,0,0,0,2.9906,0,0,0,0,0,0,0,0
PWY-7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9982,0,0,0,0,0,0,0
PWY-7090,328.0233,460.4553,2865.4672,0,302.7184,646.8762,834.1585,363.2621,1180.7321,476.1941,736.8261,713.7436,451.8754,1343.3169,436.5279,131.434,447.9778,238.369,0,209.9788,156.9001,349.6316,458.6725,821.476,341.0301,89.0532,289.2665,491.9492,70.302,314.7916,119.2812,234.6213,182.1287,116.535,167.366,794.1102,154.2854,206.8412,1187.9012,928.098,302.5609,335.0899,694.4865,0,367.2586,507.3132,0,412.8802,308.3826,326.5211,746.417,411.0035,253.0384
PWY-7094,0,80.1057,0,82.0242,0,0,0,0,0,0,0,1704.5119,0,202.9541,101.0436,205.5836,87.4303,222.2904,164.7432,39.8782,100.0496,154.7177,359.5838,106.6298,523.6714,0,0,96.3579,23.7224,1153.7598,107.5946,38.8217,53.279,43.4395,46.4135,11.7894,0,0,5.9897,0,529.8244,17.177,0,244.3238,283.5167,294.594,242.314,100.1704,0,96.3217,0,75.1793,0
PWY-7111,60051.5724,71379.6804,60394.1184,65088.4714,61023.475,83574.6356,88294.6667,59862.4639,61906.2451,54690.0975,57330.2372,80830.8848,63669.8636,35262.5794,47216.3714,69738.3367,64486.7534,49755.0801,78259.3571,58489.0924,73630.1779,58335.0535,69296.3458,54730.5928,60943.9441,59674.8204,51810.6638,57076.8588,19864.7269,60889.504,51296.4371,66482.1598,43104.7324,70076.4566,55009.0565,47423.2454,62998.7228,61602.5224,49160.3366,67814.1293,69514.9234,59267.6535,63178.5815,74664.5366,50574.0726,92836.7524,63863.3565,65342.6195,64216.674,72089.6009,61218.5903,62516.1093,69017.7629
PWY-7159,0,0,77.3091,0,0,0,15.0152,0,0,0,0,38.06,0,0,0,0,0,0,0,0,10.2994,0,0,0,0,23.4296,0,16.3912,0,0,0,18.2812,359.3581,0,0,0,0,0,0,0,0,0,0,10.7082,0,0,0,0,0,43.3676,0,14.0975,0
PWY-7184,10443.4032,17179.8619,12649.974,8434.4957,19645.8623,17899.6888,23921.1096,11333.9834,18481.2097,16870.6275,14824.0899,17935.3842,9635.8096,7810.2466,10873.0931,19743.6183,18879.1449,14372.0915,20412.9503,20239.3385,25675.598,14362.941,17396.5479,8788.6187,17092.2363,18903.4536,11975.8494,16971.0643,3270.3928,11285.839,8750.6384,13338.8201,16204.1607,7676.1203,18437.3851,13404.2196,8783.4505,19992.0843,11528.2079,12871.3747,14311.422,7457.0954,16722.3704,20228.5338,21772.2312,15334.0668,8318.2238,16635.9992,14613.8541,13903.844,8642.1247,13567.1931,12809.2063
PWY-7187,15668.6864,24528.8349,19231.7636,14248.5459,27456.7675,27207.3664,32965.2174,17889.9653,25120.3175,23303.6587,18978.8996,23201.7957,14832.6936,11491.7904,16708.5339,25738.2786,22357.769,19480.6925,25703.1522,25821.0066,32923.342,20943.4475,25243.2416,14827.9456,24184.0464,25612.8708,17799.9215,23416.5632,5386.672,18024.486,13833.9452,17944.5395,20237.6692,16726.7806,25539.5087,19385.5217,14279.3357,25943.9061,17739.2851,18896.3096,22176.635,11701.265,22333.8569,24857.6676,29053.9375,23781.762,15899.5316,24289.6131,20748.3645,21078.9517,13485.2885,19871.0727,18959.9793
PWY-7196,15050.9658,24636.9953,17626.4105,10660.2725,28490.7385,25120.3045,34196.9442,16406.4899,26492.2166,23387.8106,20829.4633,25784.319,12467.3622,10923.6677,15323.9159,28194.2957,27520.8916,21085.8006,31112.8585,27806.096,35777.4403,20334.8889,23709.4719,12532.2127,23851.2022,27268.3529,17220.5713,23827.5053,4687.9139,16092.8087,12554.4646,19134.5925,21744.4357,10710.4353,23154.8898,18700.7075,12143.2311,28742.5159,15987.4878,18170.3335,20426.1941,10047.0493,24574.5428,30518.9789,29705.2571,21751.8906,10777.4089,22982.863,21171.3053,20081.6045,11374.2173,19601.3422,17767.2062
PWY-7197,9391.228,16181.4648,11983.6024,6686.9705,19415.526,16988.148,22083.6592,10527.886,17369.3048,16214.7532,13183.9548,15565.5449,7962.556,7164.9408,10077.1398,17727.9943,16433.5456,13272.2025,18080.7563,18136.5776,25983.8538,13274.1188,16100.3219,8156.784,15831.0416,17188.4841,11116.1666,15893.2081,2998.6986,10580.5743,8170.8245,11842.1876,15072.3415,6903.6002,17587.717,12640.8862,7872.1105,17821.9417,11012.1328,11680.5955,13363.9483,6247.0069,15147.6625,17250.619,21477.7267,14000.7894,6577.1134,16146.893,13403.5139,12957.5848,7246.4911,12479.7198,11415.022
PWY-7198,5647.5747,10368.9604,6150.2446,6873.0959,9536.3154,10633.4882,10167.6046,5765.4581,10409.4939,4713.3099,10041.9519,14275.1701,7860.3853,5870.1563,2312.7023,8898.6694,8631.9396,5036.4729,7574.421,5954.697,8982.3204,6783.4118,8183.7191,4352.3314,6461.3231,4395.1813,5947.1196,6119.9999,2155.623,5345.5479,4463.8655,9431.5223,5551.6433,6191.3156,5385.1433,7675.4414,7174.8222,11009.2611,5132.2752,9651.769,8423.7056,6053.4158,8721.8485,12793.9037,4548.6928,11911.1412,6786.3304,7732.7008,11215.1017,7688.0702,7042.4322,6771.0698,10683.7193
PWY-7199,22213.1426,32373.1936,22724.5716,16738.1448,23928.8206,27449.8114,39301.6873,27300.2599,33964.7115,27493.6668,19809.7636,29008.4586,28380.8201,15658.0317,24386.8934,33801.3826,27181.254,26966.6608,37733.1565,34871.3806,28166.0348,27988.8183,31423.0023,25901.9272,29286.9585,36061.0746,25313.6785,24955.5831,9576.3882,31590.1276,22740.8296,23430.885,21788.2204,25429.8572,19506.4706,25587.0786,21556.5112,35684.7022,18957.6952,25646.5114,27804.1562,23374.2897,31906.7694,33069.632,24437.4685,35976.7665,10198.7385,24889.2635,24911.2776,30290.1985,22732.8714,32419.8275,19514.7214
PWY-7200,12005.8519,20060.2404,14380.2055,8484.8891,19623.9606,19070.1246,26109.0992,13867.6976,21451.0237,19160.9377,14542.1355,18578.2172,11251.5711,9097.1101,13172.7024,21681.4061,19058.2105,16536.1234,22677.3792,22430.4658,25522.0462,16700.3169,19710.5122,11310.0332,19072.6702,21693.2414,14235.9291,17986.5201,4161.9407,14572.7581,11028.1463,14506.6311,16994.9806,9761.4672,17597.7539,15809.9609,10444.2506,22188.5104,12751.1631,14679.4037,16513.1923,8887.6556,19056.6275,20802.6826,21162.5628,18408.1202,7027.8724,18195.875,15912.8828,16659.6699,9895.5662,16652.1615,13003.0258
PWY-7208,43154.6797,60133.0023,50512.0056,45129.3978,58743.0498,67647.1007,76328.4489,53068.949,55682.1114,49260.2237,41503.749,55368.6965,54056.4411,29281.6499,42989.0237,55842.4094,46240.6088,46633.7973,60186.576,54148.0652,65253.9261,49196.776,56576.4362,48922.4578,52571.9065,57034.5425,46517.1235,51208.9273,17687.9138,52455.7978,43509.3469,43252.9384,36645.3179,54775.1038,49759.3354,44839.5097,47072.0289,56647.6512,45068.4146,48682.4749,62237.4725,43974.3134,52153.8604,56944.2064,40338.076,66373.6448,38888.65,58657.7726,52112.4938,58061.0194,48151.8742,51196.8405,49855.1048
PWY-7209,0,766.0484,0,112.2397,179.1724,1061.041,112.264,181.4706,305.0364,490.2647,184.189,132.163,0,351.0761,624.9437,127.0487,526.4913,210.9332,248.5349,527.0673,435.089,280.238,0,22.4852,82.3125,0,131.9387,29.9739,0,69.8891,176.3856,221.3236,632.4232,335.311,0,198.543,577.0617,191.4762,134.4162,450.6404,460.1775,0,0,744.6731,14.9956,434.3326,420.8319,119.6412,0,454.9154,99.7897,0,69.8978
PWY-7210,6259.6521,11596.8714,6947.7925,8747.322,10816.8223,11926.7796,11746.4198,6449.1614,11477.8769,5865.9629,10944.4405,15560.6567,9934.3489,6669.4249,2945.4132,10116.9363,9752.7278,6016.5266,8878.2945,7314.9493,11002.6186,7645.5577,9267.623,4911.1339,7609.9519,5539.636,6627.719,7296.5231,2470.0635,6033.3217,5053.7532,10488.1037,6736.3798,7437.3116,6666.56,8562.4458,8538.3192,11939.1658,5892.4013,10883.3215,9493.818,7404.3101,9618.9221,13557.0243,5843.8702,13678.2289,8199.901,8916.6471,12514.3566,8635.4666,8715.424,7548.2695,12163.3773
PWY-7211,10079.9265,17561.5773,15181.7492,10414.935,17074.2477,18135.8698,19156.4329,10543.8115,19342.0052,18595.5964,16026.6769,21703.0347,11950.8141,9225.8304,12098.6415,16263.5936,15597.2681,11933.2016,23883.1014,22122.6648,24490.5567,14316.8038,15291.0721,11443.2831,16539.1757,9365.5425,10793.3652,15367.1375,3651.1777,13496.328,8180.0395,15162.8994,16651.8142,9859.5399,14656.9563,15457.9615,11148.6849,18943.8119,9926.1059,15191.1537,14610.8659,9424.8104,15496.905,21325.0853,16765.0156,18717.4092,10269.6282,16034.3189,17504.7809,13631.9067,10828.2906,13776.017,16142.104
PWY-7219,42578.5504,59727.5898,49547.043,46194.5911,57278.7063,65313.104,74986.7842,52970.3164,55289.1821,49604.8791,40561.2201,54651.0561,53507.2581,29709.5839,42751.928,55125.29,46209.1392,45841.8308,61011.9878,54325.6756,62889.5713,49237.4011,56742.0611,47719.2431,52882.0108,56453.2386,45702.3332,50730.0884,17455.8882,50929.6878,42387.0931,43752.1021,37301.9187,53516.785,50372.6547,44636.1023,46039.5059,56780.5624,44897.7092,47464.0238,60141.042,44922.8089,53353.8879,59062.359,37349.3153,64931.5826,35451.8273,58675.1242,51572.0447,57629.4212,48887.6514,51004.5591,48542.5269
PWY-722,0,0,0,0,0,0,0,0,0,0,0,0,0.5686,0,0,0,15.072,1.3091,0,3.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7220,46988.7144,62168.7909,49457.6143,48811.0997,43149.6986,62079.7954,80282.2796,48347.8931,56912.2932,45830.202,53433.3393,70052.0915,57524.7423,33842.248,43296.594,68438.068,59177.374,44944.6154,58457.9976,58285.7586,54509.8278,53115.932,64908.6666,44183.1496,57604.5595,61200.1595,46348.1416,49804.3695,17854.0484,52489.4589,48070.0446,67064.0123,45895.9289,57768.4429,48461.2983,44153.221,49377.4306,64888.9717,38710.807,54656.7869,61136.4676,47633.7351,59533.1109,64030.282,40226.2125,81726.0263,52617.2173,55688.1616,53279.7745,61085.4924,48552.0445,58879.8262,51107.3819
PWY-7221,42543.6334,53660.3529,45057.5133,44454.9782,52094.2853,58488.6658,68764.052,49304.8692,50659.4902,44769.0484,37339.8019,52367.6055,48313.3753,26882.1386,39093.3333,52797.8363,45315.497,41706.5171,57456.6085,47850.209,54741.2273,46243.8184,49502.1565,43163.0903,50232.8188,51817.3862,41669.8974,46593.835,15596.5105,45206.397,38235.7434,41997.7396,34358.3106,48331.4582,46285.7318,40024.0873,41989.1538,52228.5236,39952.1181,44533.5836,54109.8522,43314.1622,50800.9594,56010.9475,40539.7282,60470.3046,35668.8401,51745.2691,48399.6005,53867.8526,45554.8346,46270.4945,46153.0786
PWY-7222,46988.7144,62168.7909,49457.6143,48811.0997,43149.6986,62079.7954,80282.2796,48347.8931,56912.2932,45830.202,53433.3393,70052.0915,57524.7423,33842.248,43296.594,68438.068,59177.374,44944.6154,58457.9976,58285.7586,54509.8278,53115.932,64908.6666,44183.1496,57604.5595,61200.1595,46348.1416,49804.3695,17854.0484,52489.4589,48070.0446,67064.0123,45895.9289,57768.4429,48461.2983,44153.221,49377.4306,64888.9717,38710.807,54656.7869,61136.4676,47633.7351,59533.1109,64030.282,40226.2125,81726.0263,52617.2173,55688.1616,53279.7745,61085.4924,48552.0445,58879.8262,51107.3819
PWY-7228,13799.1798,22145.7894,16153.4056,9843.8765,24847.3827,22707.7748,30814.1188,14808.7297,23747.4064,21250.9301,19312.2229,24064.0372,11377.4215,10108.2885,13866.0112,25661.9969,25221.6888,18646.2571,27488.0531,25445.5114,31723.6702,18429.7373,21767.3436,11319.8297,21751.3394,24220.3321,15438.7249,21540.933,4230.9972,14418.9342,11399.7427,17773.1965,20191.4025,9797.9955,22815.4402,16953.5979,11103.2086,25902.0369,14639.9982,16741.7748,18449.124,9235.926,22143.3865,27506.5965,25459.928,19852.1023,10161.6967,21112.1962,19131.2907,18129.2923,10460.6077,17591.1076,16363.8014
PWY-7229,44381.8888,61135.1146,49858.5706,47384.8365,53586.2751,65080.1054,77628.0542,52450.2509,56547.1827,48802.5224,44085.4611,59169.21,55309.5423,30968.9452,43504.4035,59072.5608,49671.6191,46205.0191,61145.9279,56005.0494,61076.0936,50979.3356,59002.1433,47267.2957,54843.6577,58365.2415,46609.4501,51025.2004,17761.7456,51898.0265,44519.3073,49605.6471,39815.3204,55240.0541,49924.0697,44859.4397,47784.0203,59598.9804,43473.8148,50069.3852,61592.1599,46357.8156,55859.4691,61266.0085,39270.9131,69986.0701,39783.6688,58338.5733,52829.8481,59597.4646,49418.9083,53736.3918,49931.9618
PWY-7234,5837.2067,11109.0729,11241.3694,5160.851,4907.5822,3625.621,11047.5724,6305.5692,12767.8492,10360.5658,4031.7131,9319.0088,9029.653,8357.6832,8919.0406,7324.2384,7483.4182,4441.0601,2146.7882,17427.4073,9371.6914,10294.9098,12840.0726,12332.3539,10798.3352,2176.8769,7723.3776,7575.4981,1433.2975,11659.6294,3569.2852,6587.023,11968.4935,13102.5515,25821.4609,11139.3091,4104.0162,6115.9944,9655.2957,10083.6682,4497.7537,1341.8508,3600.2983,3649.4935,10231.3968,2503.8516,6010.4734,2918.0627,6828.6124,5089.9618,4106.67,8114.372,5314.516
PWY-7237,18520.47,20306.92,15440,28008,8458.99,32945.52,21283.33,11166.45,17082.92,13842.58,33653.75,41809.19,17306.04,13220.5,7913.5,22401.5,27680.63,7899.32,30817.79,9397.91,10816.74,20509.75,25249.17,10909.02,15290.08,15300.33,6449.83,6342.25,3431.75,17541.33,9469.85,30551.58,5264.51,19072.67,11127.33,9683.92,18782.5,13697.23,7941.28,33949.78,15521.99,24410.5,19100.59,17388.17,50850.33,32081.09,39843.5,10617.25,24109.17,18115.17,17365.17,20310,23981.17
PWY-7242,21445.2386,28703.6859,20040.3607,21652.9636,20235.5037,29909.6765,40557.5142,23867.6153,23611.732,23371.4317,29450.7417,33570.5078,22799.9535,13240.8853,20132.8443,29272.9511,25853.8276,20619.1712,40275.6901,32793.827,19179.5252,26188.2957,30511.0322,19543.2522,22669.621,32681.8107,19387.2814,24224.3836,9254.1865,26104.8079,18034.876,29139.0638,17295.1561,19092.5442,16627.4317,20007.9481,19482.5443,29837.8415,14596.9488,30049.419,28986.9367,22924.7956,27572.958,36569.1843,23307.3902,32050.0203,22693.9017,22121.8544,22460.536,24214.9433,23289.9693,29163.6869,21086.7781
