"","R","P","microbe1","microbe2"
"cor8912",0.244960918436792,0.297909433651397,"Ruminiclostridium","Anaerotruncus"
"cor8913",-0.0830129615031016,0.727883470589418,"Ruminiclostridium","Angelakisella"
"cor8914",0.756205185364791,0.000114540557569261,"Ruminiclostridium","CAG-352"
"cor8915",0.0883021745357639,0.711236117479956,"Ruminiclostridium","Candidatus_Soleaferrea"
"cor8916",-0.0709378337033807,0.766320766339186,"Ruminiclostridium","Caproiciproducens"
"cor8917",0.0259896118952439,0.913390511385127,"Ruminiclostridium","DTU089"
"cor8918",-0.210818956006859,0.372290467139552,"Ruminiclostridium","Faecalibacterium"
"cor8919",-0.154091249037145,0.516573041622742,"Ruminiclostridium","Fournierella"
"cor8920",0.279964654978431,0.231886379424602,"Ruminiclostridium","Incertae_Sedis"
"cor8921",-0.122618703986562,0.60654676493706,"Ruminiclostridium","Negativibacillus"
"cor8922",0.265092951504081,0.258664751079981,"Ruminiclostridium","Paludicola"
"cor8923",-0.109901205570656,0.644620887676242,"Ruminiclostridium","Phocea"
"cor8924",-0.00577285387866425,0.98072921046848,"Ruminiclostridium","Pygmaiobacter"
"cor8925",0.352691213053345,0.127203396773669,"Ruminiclostridium","Ruminococcus"
"cor8926",0.215903108582462,0.360598502227038,"Ruminiclostridium","Subdoligranulum"
"cor8927",0.0849147395939397,0.721883823292147,"Ruminiclostridium","UBA1819"
"cor8928",0.787755654233978,3.73003451038403e-05,"Ruminiclostridium","Peptococcus"
"cor8929",0.377471049239884,0.100846404850956,"Ruminiclostridium","Family_XIII_AD3011_group"
"cor8930",0.311943870565946,0.180594199626311,"Ruminiclostridium","Family_XIII_UCG-001"
"cor8931",-0.0775504288112664,0.745200303265515,"Ruminiclostridium","Intestinibacter"
"cor8932",0.009884151629226,0.967010646763587,"Ruminiclostridium","Romboutsia"
"cor8933",-0.093593687276587,0.694706514418759,"Ruminiclostridium","Terrisporobacter"
"cor8934",0.0482418880880937,0.839940527662892,"Ruminiclostridium","Anaerococcus"
"cor8935",-0.116058660245178,0.626072511835202,"Ruminiclostridium","Acidaminococcus"
"cor8936",-0.366711143513392,0.111751797899613,"Ruminiclostridium","Phascolarctobacterium"
"cor8937",NA,NA,"Ruminiclostridium","Succiniclasticum"
"cor8938",NA,NA,"Ruminiclostridium","Megamonas"
"cor8939",NA,NA,"Ruminiclostridium","Mitsuokella"
"cor8940",-0.162878518926611,0.492639598230584,"Ruminiclostridium","Allisonella"
"cor8941",0.219167342636868,0.353204178081012,"Ruminiclostridium","Dialister"
"cor8942",-0.112977219294068,0.635328733846845,"Ruminiclostridium","Megasphaera"
"cor8943",-0.223907381196984,0.342624224984007,"Ruminiclostridium","Veillonella"
"cor8944",-0.114121763191951,0.631884506445915,"Ruminiclostridium","Fusobacterium"
"cor8945",-0.189022574908726,0.424790152985419,"Ruminiclostridium","TM7x"
"cor8946",NA,NA,"Ruminiclostridium","Succinivibrio"
"cor8947",-0.344282865871263,0.137167509942857,"Ruminiclostridium","Ralstonia"
"cor8948",NA,NA,"Ruminiclostridium","Comamonas"
"cor8949",0.126915984788514,0.593892796744696,"Ruminiclostridium","Oxalobacter"
"cor8950",-0.235243734354279,0.318083103093153,"Ruminiclostridium","Parasutterella"
"cor8951",-0.103126872045833,0.665263284561069,"Ruminiclostridium","Sutterella"
"cor8952",NA,NA,"Ruminiclostridium","Citrobacter"
"cor8953",NA,NA,"Ruminiclostridium","Enterobacter"
"cor8954",-0.169046031737405,0.476172680542081,"Ruminiclostridium","Escherichia/Shigella"
"cor8955",NA,NA,"Ruminiclostridium","Klebsiella"
"cor8956",-0.186792513834995,0.430374449860451,"Ruminiclostridium","Haemophilus"
"cor8957",-0.112408878905577,0.637041705000684,"Ruminiclostridium","Pseudomonas"
"cor8958",NA,NA,"Ruminiclostridium","Cloacibacillus"
"cor8959",0.104252857047239,0.661815638114691,"Ruminiclostridium","Akkermansia"
"cor9016",1,0,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1"
"cor9017",-0.179642254756743,0.448539210015221,"Clostridium_sensu_stricto_1","Anaerofustis"
"cor9018",-0.130110462807023,0.584558431805859,"Clostridium_sensu_stricto_1","Eubacterium"
"cor9019",0.348631946359085,0.131947362382521,"Clostridium_sensu_stricto_1","Defluviitaleaceae_UCG-011"
"cor9020",-0.0697708027837855,0.770065230741398,"Clostridium_sensu_stricto_1","Agathobacter"
"cor9021",NA,NA,"Clostridium_sensu_stricto_1","Anaerosporobacter"
"cor9022",-0.135987792594444,0.56754993961634,"Clostridium_sensu_stricto_1","Anaerostipes"
"cor9023",0.292971977712188,0.209996280097765,"Clostridium_sensu_stricto_1","Blautia"
"cor9024",-0.0285949897514377,0.904744269076238,"Clostridium_sensu_stricto_1","CAG-56"
"cor9025",-0.141477427838067,0.551862117090698,"Clostridium_sensu_stricto_1","Coprococcus"
"cor9026",0.184005059628394,0.437408903280432,"Clostridium_sensu_stricto_1","Dorea"
"cor9027",-0.106538143769268,0.654838503367617,"Clostridium_sensu_stricto_1","Eisenbergiella"
"cor9028",-0.130280761972501,0.584062568765145,"Clostridium_sensu_stricto_1","FD2005"
"cor9029",0.108938989241807,0.647538122501014,"Clostridium_sensu_stricto_1","Frisingicoccus"
"cor9030",0.221252736740672,0.348526469447354,"Clostridium_sensu_stricto_1","Fusicatenibacter"
"cor9031",-0.216778930799106,0.358605888284265,"Clostridium_sensu_stricto_1","GCA-900066575"
"cor9032",-0.180115586262696,0.447324601700631,"Clostridium_sensu_stricto_1","GCA-900066755"
"cor9033",-0.217892634878593,0.356081220919265,"Clostridium_sensu_stricto_1","Howardella"
"cor9034",-0.154893113300478,0.514366473887404,"Clostridium_sensu_stricto_1","Hungatella"
"cor9035",-0.333781441644935,0.150368179618484,"Clostridium_sensu_stricto_1","Lachnoclostridium"
"cor9036",-0.202159419179302,0.392691113486481,"Clostridium_sensu_stricto_1","Lachnospira"
"cor9037",-0.0678530152201329,0.776229145377827,"Clostridium_sensu_stricto_1","Lachnospiraceae_AC2044_group"
"cor9038",0.0166238085149367,0.944542781176044,"Clostridium_sensu_stricto_1","Lachnospiraceae_FCS020_group"
"cor9039",0.289651344587295,0.215449592164602,"Clostridium_sensu_stricto_1","Lachnospiraceae_ND3007_group"
"cor9040",0.198219095289458,0.40217471417574,"Clostridium_sensu_stricto_1","Lachnospiraceae_NK4A136_group"
"cor9041",0.041152068285749,0.86323326241531,"Clostridium_sensu_stricto_1","Lachnospiraceae_NK4B4_group"
"cor9042",-0.11801605958148,0.620220485367351,"Clostridium_sensu_stricto_1","Lachnospiraceae_UCG-001"
"cor9043",0.422211612834189,0.0636798058956575,"Clostridium_sensu_stricto_1","Lachnospiraceae_UCG-002"
"cor9044",-0.1302807619725,0.584062568765146,"Clostridium_sensu_stricto_1","Lachnospiraceae_UCG-003"
"cor9045",-0.209472957213805,0.375421364370245,"Clostridium_sensu_stricto_1","Lachnospiraceae_UCG-004"
"cor9046",0.351552786904935,0.128521428051526,"Clostridium_sensu_stricto_1","Lachnospiraceae_UCG-010"
"cor9047",0.0417885273461758,0.861137521437007,"Clostridium_sensu_stricto_1","Lactonifactor"
"cor9048",-0.0366700781515461,0.878015777221436,"Clostridium_sensu_stricto_1","Marvinbryantia"
"cor9049",0.165669682631874,0.485153005434606,"Clostridium_sensu_stricto_1","Roseburia"
"cor9050",0.703212962926607,0.000542664887805431,"Clostridium_sensu_stricto_1","Sellimonas"
"cor9051",-0.00140963364140554,0.995294004666547,"Clostridium_sensu_stricto_1","Shuttleworthia"
"cor9052",-0.110967684445467,0.641393385204507,"Clostridium_sensu_stricto_1","Tuzzerella"
"cor9053",0.66381789894314,0.00141556974598949,"Clostridium_sensu_stricto_1","Tyzzerella"
"cor9054",0.749812444088069,0.000140930144693439,"Clostridium_sensu_stricto_1","UC5-1-2E3"
"cor9055",-0.132397122124818,0.577915319423236,"Clostridium_sensu_stricto_1","Monoglobus"
"cor9056",0.0424217996801523,0.859053160241075,"Clostridium_sensu_stricto_1","Butyricicoccus"
"cor9057",-0.127043595904781,0.593518721089528,"Clostridium_sensu_stricto_1","UCG-008"
"cor9058",-0.188008455064487,0.427324798792861,"Clostridium_sensu_stricto_1","UCG-009"
"cor9059",0.0712444765305432,0.765337714156346,"Clostridium_sensu_stricto_1","Acetanaerobacterium"
"cor9060",0.663603206450912,0.00142245139819987,"Clostridium_sensu_stricto_1","Colidextribacter"
"cor9061",0.237027928514358,0.314319115758645,"Clostridium_sensu_stricto_1","Flavonifractor"
"cor9062",0.0355763801799819,0.88162911031925,"Clostridium_sensu_stricto_1","Intestinimonas"
"cor9063",0.275068615043377,0.240495307540396,"Clostridium_sensu_stricto_1","NK4A214_group"
"cor9064",0.533964595284145,0.0153074167965803,"Clostridium_sensu_stricto_1","Oscillibacter"
"cor9065",0.582938846223046,0.00698507880192163,"Clostridium_sensu_stricto_1","Oscillospira"
"cor9066",0.644206393450503,0.00217186768108934,"Clostridium_sensu_stricto_1","Pseudoflavonifractor"
"cor9067",-0.0593107368551086,0.8038366504477,"Clostridium_sensu_stricto_1","UCG-002"
"cor9068",0.0419243404805257,0.860690429301916,"Clostridium_sensu_stricto_1","UCG-003"
"cor9069",0.0434478406595286,0.855677945470159,"Clostridium_sensu_stricto_1","UCG-005"
"cor9070",-0.130280761972501,0.584062568765145,"Clostridium_sensu_stricto_1","Hydrogenoanaerobacterium"
"cor9071",0.205316561276524,0.385182769095441,"Clostridium_sensu_stricto_1","Anaerofilum"
"cor9072",0.227080614425051,0.335646134874444,"Clostridium_sensu_stricto_1","Anaerotruncus"
"cor9073",0.149045485653026,0.53055995832889,"Clostridium_sensu_stricto_1","Angelakisella"
"cor9074",0.434541708644159,0.0555467967011717,"Clostridium_sensu_stricto_1","CAG-352"
"cor9075",-0.289705690170535,0.215359600328409,"Clostridium_sensu_stricto_1","Candidatus_Soleaferrea"
"cor9076",0.299205590716263,0.200007493550957,"Clostridium_sensu_stricto_1","Caproiciproducens"
"cor9077",0.55806470937093,0.0105563233990278,"Clostridium_sensu_stricto_1","DTU089"
"cor9078",-0.0931541416130743,0.69607464275662,"Clostridium_sensu_stricto_1","Faecalibacterium"
"cor9079",-0.148706318971157,0.531506388883964,"Clostridium_sensu_stricto_1","Fournierella"
"cor9080",0.217030050629562,0.358035726166007,"Clostridium_sensu_stricto_1","Incertae_Sedis"
"cor9081",0.227302634563588,0.335161054699285,"Clostridium_sensu_stricto_1","Negativibacillus"
"cor9082",-0.0573774772398641,0.810117084780114,"Clostridium_sensu_stricto_1","Paludicola"
"cor9083",-0.0375008313651257,0.875272702150832,"Clostridium_sensu_stricto_1","Phocea"
"cor9084",-0.156629841844156,0.509602757070117,"Clostridium_sensu_stricto_1","Pygmaiobacter"
"cor9085",0.10622862988053,0.655781874746646,"Clostridium_sensu_stricto_1","Ruminococcus"
"cor9086",-0.176370317643567,0.45698187556166,"Clostridium_sensu_stricto_1","Subdoligranulum"
"cor9087",0.0856967592484701,0.719421248271917,"Clostridium_sensu_stricto_1","UBA1819"
"cor9088",0.110233912879761,0.643613349646521,"Clostridium_sensu_stricto_1","Peptococcus"
"cor9089",0.0509094890604142,0.831208465765002,"Clostridium_sensu_stricto_1","Family_XIII_AD3011_group"
"cor9090",0.286132621242175,0.221329035594143,"Clostridium_sensu_stricto_1","Family_XIII_UCG-001"
"cor9091",0.104311030269628,0.661637695053191,"Clostridium_sensu_stricto_1","Intestinibacter"
"cor9092",0.328798619321622,0.156931334040969,"Clostridium_sensu_stricto_1","Romboutsia"
"cor9093",-0.184792112812697,0.435416586807952,"Clostridium_sensu_stricto_1","Terrisporobacter"
"cor9094",-0.135929383463263,0.5677178991811,"Clostridium_sensu_stricto_1","Anaerococcus"
"cor9095",-0.0658388668910467,0.782716660031497,"Clostridium_sensu_stricto_1","Acidaminococcus"
"cor9096",-0.265723981586033,0.257490365137652,"Clostridium_sensu_stricto_1","Phascolarctobacterium"
"cor9097",NA,NA,"Clostridium_sensu_stricto_1","Succiniclasticum"
"cor9098",NA,NA,"Clostridium_sensu_stricto_1","Megamonas"
"cor9099",NA,NA,"Clostridium_sensu_stricto_1","Mitsuokella"
"cor9100",-0.0564752210065195,0.813052029264931,"Clostridium_sensu_stricto_1","Allisonella"
"cor9101",0.0913118218020879,0.701818837790424,"Clostridium_sensu_stricto_1","Dialister"
"cor9102",0.0523780413455218,0.826409390185765,"Clostridium_sensu_stricto_1","Megasphaera"
"cor9103",-0.18985176117277,0.422723702208735,"Clostridium_sensu_stricto_1","Veillonella"
"cor9104",-0.135895669694045,0.567814855391411,"Clostridium_sensu_stricto_1","Fusobacterium"
"cor9105",-0.125956595391051,0.596708273744118,"Clostridium_sensu_stricto_1","TM7x"
"cor9106",NA,NA,"Clostridium_sensu_stricto_1","Succinivibrio"
"cor9107",-0.228005347874951,0.333628454858054,"Clostridium_sensu_stricto_1","Ralstonia"
"cor9108",NA,NA,"Clostridium_sensu_stricto_1","Comamonas"
"cor9109",-0.0813930522849498,0.733005952775968,"Clostridium_sensu_stricto_1","Oxalobacter"
"cor9110",-0.212135518350073,0.369242398569726,"Clostridium_sensu_stricto_1","Parasutterella"
"cor9111",0.132591436911171,0.57735230399906,"Clostridium_sensu_stricto_1","Sutterella"
"cor9112",NA,NA,"Clostridium_sensu_stricto_1","Citrobacter"
"cor9113",NA,NA,"Clostridium_sensu_stricto_1","Enterobacter"
"cor9114",-0.161917268495394,0.495230938927427,"Clostridium_sensu_stricto_1","Escherichia/Shigella"
"cor9115",NA,NA,"Clostridium_sensu_stricto_1","Klebsiella"
"cor9116",-0.204341339971631,0.387493440779299,"Clostridium_sensu_stricto_1","Haemophilus"
"cor9117",-0.130280761972501,0.584062568765145,"Clostridium_sensu_stricto_1","Pseudomonas"
"cor9118",NA,NA,"Clostridium_sensu_stricto_1","Cloacibacillus"
"cor9119",-0.167468042644453,0.480359376489946,"Clostridium_sensu_stricto_1","Akkermansia"
"cor9177",1,0,"Anaerofustis","Anaerofustis"
"cor9178",-0.0864806118070644,0.716955569449836,"Anaerofustis","Eubacterium"
"cor9179",0.109437073601018,0.646027415901236,"Anaerofustis","Defluviitaleaceae_UCG-011"
"cor9180",-0.298963780545774,0.200388951091931,"Anaerofustis","Agathobacter"
"cor9181",NA,NA,"Anaerofustis","Anaerosporobacter"
"cor9182",-0.232944368053375,0.322973510125484,"Anaerofustis","Anaerostipes"
"cor9183",-0.110919439759486,0.641539255762032,"Anaerofustis","Blautia"
"cor9184",-0.239004956139053,0.310179727281233,"Anaerofustis","CAG-56"
"cor9185",-0.309662877908374,0.183972651985225,"Anaerofustis","Coprococcus"
"cor9186",-0.317854707177714,0.172036090138382,"Anaerofustis","Dorea"
"cor9187",-0.224371383099566,0.341598611067147,"Anaerofustis","Eisenbergiella"
"cor9188",0.298488149339083,0.201140678121813,"Anaerofustis","FD2005"
"cor9189",0.0410377761610224,0.863609698643993,"Anaerofustis","Frisingicoccus"
"cor9190",-0.077720464431135,0.744659445311222,"Anaerofustis","Fusicatenibacter"
"cor9191",-0.203634020090147,0.389174170976202,"Anaerofustis","GCA-900066575"
"cor9192",0.14349800864525,0.546137347432924,"Anaerofustis","GCA-900066755"
"cor9193",-0.226721955169742,0.336430622600073,"Anaerofustis","Howardella"
"cor9194",-0.113876041755195,0.632623333435338,"Anaerofustis","Hungatella"
"cor9195",0.20529343282446,0.385237479965225,"Anaerofustis","Lachnoclostridium"
"cor9196",-0.285172770869295,0.222950904491278,"Anaerofustis","Lachnospira"
"cor9197",0.444805869603339,0.0494006869419197,"Anaerofustis","Lachnospiraceae_AC2044_group"
"cor9198",-0.269623210902218,0.250308722408755,"Anaerofustis","Lachnospiraceae_FCS020_group"
"cor9199",-0.238807276267397,0.310592131422253,"Anaerofustis","Lachnospiraceae_ND3007_group"
"cor9200",-0.261655492983738,0.265121539505985,"Anaerofustis","Lachnospiraceae_NK4A136_group"
"cor9201",0.571549364595887,0.00847203364097651,"Anaerofustis","Lachnospiraceae_NK4B4_group"
"cor9202",-0.20193621936026,0.393224977019908,"Anaerofustis","Lachnospiraceae_UCG-001"
"cor9203",-0.176860508119746,0.455711855744919,"Anaerofustis","Lachnospiraceae_UCG-002"
"cor9204",-0.169728555506537,0.474367499495712,"Anaerofustis","Lachnospiraceae_UCG-003"
"cor9205",-0.112464377085802,0.636874355858244,"Anaerofustis","Lachnospiraceae_UCG-004"
"cor9206",-0.299593051740585,0.199397281061207,"Anaerofustis","Lachnospiraceae_UCG-010"
"cor9207",-0.119866656969298,0.614707893843508,"Anaerofustis","Lactonifactor"
"cor9208",0.244872691670912,0.298089001661941,"Anaerofustis","Marvinbryantia"
"cor9209",-0.120711043787913,0.61219918825885,"Anaerofustis","Roseburia"
"cor9210",0.0463106767723344,0.846273422083373,"Anaerofustis","Sellimonas"
"cor9211",0.175920593932533,0.458148647302188,"Anaerofustis","Shuttleworthia"
"cor9212",0.0856014093156921,0.719721362733288,"Anaerofustis","Tuzzerella"
"cor9213",0.056589895503661,0.812678871229123,"Anaerofustis","Tyzzerella"
"cor9214",-0.0770849301478688,0.746681571833536,"Anaerofustis","UC5-1-2E3"
"cor9215",-0.164650110543077,0.487881203771405,"Anaerofustis","Monoglobus"
"cor9216",0.0180315647468516,0.939854311654342,"Anaerofustis","Butyricicoccus"
"cor9217",-0.186505724712226,0.431095411738094,"Anaerofustis","UCG-008"
"cor9218",0.186751704742892,0.430477001176923,"Anaerofustis","UCG-009"
"cor9219",0.588906770193863,0.00629582865561934,"Anaerofustis","Acetanaerobacterium"
"cor9220",0.346620117170101,0.134344362145579,"Anaerofustis","Colidextribacter"
"cor9221",-0.128777074060085,0.58844705141843,"Anaerofustis","Flavonifractor"
"cor9222",-0.321888096187202,0.16635800346022,"Anaerofustis","Intestinimonas"
"cor9223",0.315600765045622,0.175266141447441,"Anaerofustis","NK4A214_group"
"cor9224",-0.0157144223304262,0.947572394455581,"Anaerofustis","Oscillibacter"
"cor9225",0.0542882866762138,0.820175788676953,"Anaerofustis","Oscillospira"
"cor9226",0.10462314507419,0.660683281660906,"Anaerofustis","Pseudoflavonifractor"
"cor9227",0.361281557376493,0.11756623921891,"Anaerofustis","UCG-002"
"cor9228",-0.0327695019897002,0.890912555318728,"Anaerofustis","UCG-003"
"cor9229",0.557816362393361,0.0105982856827967,"Anaerofustis","UCG-005"
"cor9230",0.503332957709042,0.0236752447381594,"Anaerofustis","Hydrogenoanaerobacterium"
"cor9231",0.00301573053281752,0.989932316870149,"Anaerofustis","Anaerofilum"
"cor9232",0.488062086855046,0.0290209981401346,"Anaerofustis","Anaerotruncus"
"cor9233",-0.080012921424362,0.737378806070064,"Anaerofustis","Angelakisella"
"cor9234",-0.169728555506537,0.474367499495712,"Anaerofustis","CAG-352"
"cor9235",0.535452681830736,0.0149715343710907,"Anaerofustis","Candidatus_Soleaferrea"
"cor9236",-0.168839510207101,0.476719578514927,"Anaerofustis","Caproiciproducens"
